E_GRB,T_90,E_aft,t_dec,t_jet_break,d,theta,beta,snr
7.0059222552915274e+47,72.36736294072314,2.636170549783731e+50,0.8691430718506046,79426.99576123049,53325922.540791295,1.2526086458158345,0.962155963544115,2.992193584483446e-07
1.0283736639227463e+52,0.5904002475478013,9.890503603146748e+53,6.501459034740603,315390.89916644647,1618067095.165256,1.4273097659230156,0.936853149730025,0.00015629311547704958
5.991698931757168e+52,16.567802728163084,1.86827389310162e+52,0.010607228566051535,190124.02859184664,2806072091.3116627,1.111902113446314,0.9051994010279749,0.0005595636527662647
2.3165226816053676e+49,3.309699783477498,1.388526263642181e+55,532.9080942909817,13185.074300228745,344271099.10866386,1.2761610283062268,0.9797310503980675,0.005585742658189264
2.0007312338426886e+48,257.0802366396826,6.948472070738737e+52,3.6810635675050793,88773.75469560377,239602104.49494132,1.2066914049568231,0.9702228744672984,5.851860579109406e-06
6.397989889370608e+53,0.26000245385388154,3.669231516819554e+54,1.5524264047491567,25961.984180736377,7744674533.971355,1.4757558314375283,0.9445150514408543,0.001987252314071398
2.4545852655619885e+52,35.43582446830473,1.5704425115241751e+50,252.5812359724641,37106.369871517985,1126131270.6135736,1.07510414667134,0.9093792649904985,0.00053774005988617
3.1827050884736206e+47,0.863071304523933,1.64274192684947e+54,0.022632711476071717,621372.9577666011,147178668.12822503,1.323919132956704,0.9848644701983398,3.082074130606289e-05
2.0659430893496505e+46,7.6424950205134605,4.8672604581806557e+55,0.05664903850505338,407490.76154767163,552681082.3630677,1.0501779667821796,0.9225608728082176,0.00036683396016096945
2.1272515243478894e+51,4.5768334267839,5.183250346738809e+51,150.36002637884195,58754.63774681257,4950453324.575927,1.3589277356959204,0.9999638629229384,1.2832358204318017e-05
7.38248136553529e+54,162.12326286947578,1.221286470039729e+53,0.21862186073067347,9753.487599136679,1859286980.6374853,1.1685619175178972,0.9563586877252502,0.04971298702068618
3.082240065345068e+49,0.4715338188003749,2.076187118479688e+51,38.97473695580572,245646.12033732448,65901136.263011485,1.522571941371001,0.930254478832831,1.0472200880357518e-05
3.916974452392037e+49,9.317568317414242,1.4088316161397668e+52,629.2285290278612,68820.14494456553,134376034.19855195,1.1413550770261032,0.9435948212506066,9.029019621645159e-06
5.8167231705919e+54,5.593231357026789,1.7960140688245527e+55,0.013691049359964484,363999.37157314323,1233423056.6513872,1.5623324497798785,0.9680831566001402,0.10975991954075923
1.4163989841460007e+51,116.55467943661981,1.0018264509045933e+51,9.18461330928621,164725.39483428525,7147652637.803645,1.0168715667594104,0.9858297064899617,3.9273544917002295e-06
3.0986995962776383e+46,0.336988639494002,2.52993143563351e+53,0.9382911022943492,15217.946601801308,259615343.9339134,1.4015591693795353,0.9113965627913128,8.709499770097654e-05
4.749817440591039e+47,211.34955658613492,7.610569514438641e+54,0.3694627951030784,16776.743656481347,60822268.82575527,1.111037154554877,0.9968318273192164,0.015224699667320483
1.6427018557490756e+52,0.21248471336895278,3.3570910064358644e+52,15.295712625499469,133756.64775820664,2014543822.3327563,1.2839145478966132,0.9223290495241545,0.00021387676014909875
5.0153877700027e+53,49.40355878960633,6.0489144411156984e+53,0.09591714328132701,701267.7888682786,4519920501.308296,1.2362900977518727,0.9331788243767101,0.002525843210437897
2.5553635354901367e+48,1.2061246267459351,4.259561955004925e+50,58.93808682755626,32013.049486241573,605325232.8135418,1.4385354966909776,0.9566098259957331,1.1231726064788038e-07
1.5482870106470961e+49,101.1573905485864,2.160640040439727e+54,27.90260769856466,470285.85043180484,209496723.15027428,1.0857000934117673,0.9920155286403648,4.4852430119555685e-05
8.975616109838598e+52,0.8203349522607464,1.2041879443366167e+50,0.20482257972045226,50909.33310766862,6236997127.572628,1.3086753200296597,0.917679430071025,0.0003673415055184735
1.3151723730229298e+52,13.543520751515778,5.403174768690197e+54,128.79724619569657,11257.48089898455,697216877.0856287,1.212164028043656,0.9252488374418723,0.0012143188562476113
5.471406954549362e+47,2.711797769449285,4.80723394759565e+52,0.044388358226523414,212826.70784880387,83928453.7950422,1.4717008596505792,0.9490618719032654,3.8015543465055744e-06
4.741579193085485e+46,21.678364507825865,1.5759570294751813e+51,0.02641960972359032,102569.38003715957,373026896.6378913,1.1842638994909822,0.9386357624715258,6.884724789852621e-08
8.536657066551574e+50,1.484459965760145,1.5901420206009338e+53,322.430790834054,22470.12922244347,2589758383.9031954,1.5103781678477,0.9635885363597035,8.90830082220064e-06
1.382800241309567e+54,465.6408075401722,3.5260144452266635e+51,2.169010638889813,42876.631204698744,1772228469.9433472,1.0512128264454486,0.9778656695812604,0.003297994516840804
1.7866025491808546e+50,0.1561503404040738,7.047483851862243e+55,3.928740690707248,537753.0816579777,48687244.863379814,1.3504048054132531,0.9038463664824301,0.0037418175884335507
1.3621577576457562e+50,330.0366571779054,2.3401529430311104e+50,0.16731692088685562,12371.05767797338,3068313902.8947077,1.5453732564870106,0.9742356936924559,1.780327965349122e-07
